INSTANCE_ID, num_nodes, cost_matrix_avg, cost_matrix_std, cost_matrix_skew, mst_length, mst_length_avg, mst_length_std, mst_length_skew, mst_degree_avg, mst_degree_std, mst_degree_skew, cluster_distance_avg, cluster_distance_std, cluster_distance_skew, tour_const_heu_avg, tour_const_std, tour_const_skew, ls_impov_per_step_avg, ls_impov_per_step_std, ls_impov_per_step_skew, ls_steps_2lm_avg, ls_steps_2lm_std, ls_steps_2lm_skew, ls_maxdist_avg, ls_maxdist_std, ls_maxdist_skew, ls_bestsol_avg, ls_bestsol_std, ls_bestsol_skew, ls_backbone_avg, ls_backbone_std, ls_backbone_skew, bc_improv_per_cut_avg, bc_improv_per_cut_std, bc_improv_per_cut_skew, bc_upper_lower_ratio, bc_no1s_min, bc_no1s_q25, bc_no1s_q50, bc_no1s_q75, bc_no1s_max, bc_p1s, bc_pn1s, acc, stdTime, mstTime, clusterTime, lpTime, bcTime, acfTime, s, cx, cy, radius, D1fraction, D2fraction, D3fraction, D4fraction, area, sdnNNd, coeffvarnNNd, clusterratio, outlierratio, varCitiesperCluster
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-485-2672043, 485.0, 504506.537775152, 0.477808373, 4.094031566, 0.05874846, 0.058869841, 0.470463664, 1.898800284, 1.995876289, 0.33744167, 11.646558882, 0.112715493, 0.154153194, 26.008834731, 0.077814459, 0.0, 0.0, 0.002062168, 0.001940979, 0.459933849, 0.840309278, 0.430690743, 2.784461825, 0.186082474, 0.023999814, 2.951538343, 31.721895955, 0.044733419, 0.596904554, 0.802980132, 0.354043894, -0.674524915, 0.021082874, 0.912258667, 11.252179031, 0.005155482, 0.066667, 0.25, 0.5, 0.75, 0.966667, 0.818556701, 0.387628866, 252.005418821, 0.03, 0.03, 1.02, 27.08, 0.79, 0.67, 96.960618, 947.210922, 980.961875, 1072.244624, 0.020329, 0.158219, 0.42473, 0.490615, 160000.0, 0.10722, 0.144907, 0.002062, 0.0, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-195-861550, 195.0, 523032.092658777, 0.480686351, 5.372412627, 0.091347351, 0.091818213, 0.490870942, 1.453935408, 1.98974359, 0.366994382, 5.752334257, 0.168766094, 0.174854088, -1.146258712, 0.134456857, 3.2e-08, -1.4e-08, 0.007224706, 0.01151941, 0.388053491, 0.433589744, 0.292539157, 2.929895019, 0.226410256, 0.066927989, -1.798928274, 20.448171633, 4.67e-07, -2.8e-08, 1.0, 0.0, 0.0, 0.016081221, 1.135030911, 1.152492175, 0.002023559, 0.083333, 0.25, 0.333333, 0.75, 0.875, 0.728205128, 0.579487179, 90.31267158, 0.0, 0.0, 0.11, 28.23, 0.69, 0.32, 102.271719, 404.24191, 360.608223, 286.227092, 0.110533, 0.39261, 0.484734, 0.496305, 160000.0, 0.111472, 0.152822, 0.010256, 0.133333, 10368.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-880-2755434, 880.0, 523052.42641033, 0.473960882, 6.045908855, 0.042763409, 0.04281206, 0.467834901, 4.269860785, 1.997727273, 0.334089619, 7.134068032, 0.082338851, 0.103456925, -0.704873541, 0.056448735, 0.0, 0.0, 0.001181532, 0.00053784, 1.779300837, 0.625568182, 0.235201607, 3.89934383, 0.167386364, 0.023493064, -5.848337767, 41.831698975, 0.040558881, 1.669525639, 0.752780154, 0.335940217, -1.014352015, 0.018954144, 0.874613305, 7.985556286, 0.004544749, 0.002739, 0.166667, 0.5, 0.75, 0.997261, 0.745454545, 0.538636364, 381.590880421, 0.11, 0.1, 4.7, 34.09, 2.53, 1.1, 99.550304, 1775.403708, 1754.350331, 2225.699362, 0.006612, 0.057575, 0.31241, 0.473701, 160000.0, 0.104404, 0.139023, 0.001136, 0.0, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-963-1816148, 963.0, 513849.633990371, 0.476682802, 4.826671591, 0.041097642, 0.041140363, 0.461038712, 3.980482138, 1.997923157, 0.340622618, 12.249061795, 0.076484168, 0.115204934, -25.302580492, 0.053120509, 0.0, 0.0, 0.001495332, 0.000551559, 4.732681348, 0.566458982, 0.23626693, 1.208567142, 0.178764278, 0.024468604, -0.939375745, 44.095933715, 0.041797663, 0.998641832, 0.741339492, 0.350217209, -1.051767263, 0.017049652, 0.887185879, 3.621384762, 0.008052544, 0.003285, 0.153846, 0.5, 0.733333, 0.993429, 0.807892004, 0.416407061, 464.163700984, 0.14, 0.12, 6.63, 35.17, 2.61, 1.2, 98.277711, 1912.06034, 1902.386219, 2415.066261, 0.005552, 0.048729, 0.286134, 0.468532, 160000.0, 0.108104, 0.14342, 0.001038, 0.0, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-205-615081, 205.0, 524275.317279185, 0.47619646, 4.95052671, 0.086966914, 0.087393223, 0.503858235, 2.105391447, 1.990243902, 0.325399379, 8.544678006, 0.173568378, 0.141583796, -0.475155981, 0.122188826, 3.2e-08, -5.1e-08, 0.007366548, 0.016795281, 0.268084698, 1.218536585, 1.45465394, 0.818361401, 0.190487805, 0.067829001, -1.045634845, 20.348134555, 0.033260031, 1.115932703, 0.82, 0.2905512, -0.72998382, 0.027081479, 1.01368181, 1.737007325, 0.006159685, 0.013411, 0.080466, 0.30068, 0.877551, 0.986589, 0.634146341, 0.795121951, 100.165009315, 0.0, 0.01, 0.07, 27.61, 0.67, 0.34, 102.553208, 425.268903, 387.06063, 321.972994, 0.101963, 0.382629, 0.484117, 0.496252, 160000.0, 0.110789, 0.149547, 0.019512, 0.053659, 1321.67
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-155-2907838, 155.0, 534812.762916298, 0.47507109, 5.544881382, 0.103566149, 0.104238656, 0.472796697, 5.985749729, 1.987096774, 0.35232883, 7.66292177, 0.180034825, 0.124148304, -0.406652362, 0.140837882, 0.0, 0.0, 0.012274947, 0.009032005, 0.75413028, 0.185806452, 0.117174505, 0.516641301, 0.178709677, 0.064648252, -1.405827408, 18.2951954, 5.22e-07, -1.9e-08, 1.0, 0.0, 0.0, 0.023446339, 0.924844206, 27.95154119, 0.003354355, 0.25, 0.25, 0.5, 0.5, 0.75, 0.806451613, 0.412903226, 72.381736288, 0.0, 0.0, 0.05, 27.22, 0.27, 0.27, 103.485894, 329.165245, 304.242444, 208.013481, 0.162997, 0.428054, 0.48845, 0.496108, 160000.0, 0.11166, 0.151218, 0.045161, 0.245161, 356.952
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-979-102444, 979.0, 519886.969624217, 0.474473216, 5.68024042, 0.040983078, 0.041024983, 0.461375026, 3.637307195, 1.997957099, 0.337063699, 6.998974482, 0.075147103, 0.124473001, 0.437418954, 0.053710616, 0.0, 0.0, 0.000960949, 0.000234354, 2.27943297, 0.8113381, 0.164845174, -1.364793571, 0.174208376, 0.021160241, 10.851058223, 44.561506738, 0.027830468, 5.293471624, 0.773301738, 0.329023399, -0.898277867, 0.018171889, 0.94320956, 4.817714629, 0.009713407, 0.009601, 0.16129, 0.459677, 0.785838, 0.99232, 0.736465781, 0.562819203, 489.425258481, 0.13, 0.11, 7.48, 29.16, 2.29, 1.21, 98.98809, 1985.399967, 1926.030522, 2478.809373, 0.005321, 0.047225, 0.283197, 0.468129, 160000.0, 0.102402, 0.139096, 0.001021, 0.0, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-611-1155636, 611.0, 534167.162254827, 0.473534778, 7.346899034, 0.04950493, 0.049586085, 0.475510396, 5.409146863, 1.996726678, 0.341440425, 10.30486249, 0.093139826, 0.086605042, -0.37747794, 0.065387348, 0.0, 0.0, 0.001272793, 0.000746957, 0.802335804, 0.844271686, 0.348838999, 4.586157977, 0.192553191, 0.030510785, -1.07431146, 33.917041668, 0.020013415, -13.681274661, 0.784338896, 0.320259311, -0.849220926, 0.019604907, 0.893281839, 3.766216055, 0.009408453, 0.011111, 0.2, 0.4, 0.7, 0.988889, 0.790507365, 0.436988543, 310.852306448, 0.05, 0.05, 1.58, 30.25, 1.05, 0.79, 101.943527, 1184.73958, 1180.993031, 1411.797285, 0.013407, 0.112182, 0.395065, 0.487179, 160000.0, 0.103905, 0.137711, 0.001637, 0.0, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-677-531159, 677.0, 516358.943637719, 0.473629964, 5.671585917, 0.049098884, 0.049171516, 0.465365724, 2.655933172, 1.99704579, 0.339931044, 5.760887635, 0.091252494, 0.122648905, 1.051474835, 0.065708534, 0.0, 0.0, 0.00140342, 0.001132571, 0.28105133, 0.863146233, 0.283149976, 1.820197733, 0.177104874, 0.021778658, -2.115689209, 37.184697266, 0.0431084, 2.219122191, 0.770193402, 0.32472806, -0.953555933, 0.018312984, 0.892000224, 4.579987014, 0.007787307, 0.003279, 0.091811, 0.5, 0.833333, 0.996721, 0.751846381, 0.519940916, 296.902321388, 0.06, 0.06, 2.19, 33.46, 1.57, 0.86, 98.634172, 1335.069072, 1395.084338, 1648.96602, 0.010796, 0.09165, 0.372682, 0.484115, 160000.0, 0.10101, 0.13787, 0.001477, 0.0, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-393-1236632, 393.0, 541857.976878688, 0.474310834, 8.572169691, 0.061052303, 0.061208048, 0.505854124, 2.141616208, 1.994910941, 0.331613029, 9.011502317, 0.130966775, 0.152243061, -0.646633072, 0.080227397, 0.0, 0.0, 0.005522683, 0.003755479, 1.192123561, 0.347709924, 0.505181842, 0.277970715, 0.151017812, 0.031559088, -1.468603173, 26.921319741, 0.003126569, 0.40073893, 0.901376147, 0.25191548, -0.394817217, 0.016171067, 0.863273153, 15.135895365, 0.002017849, 0.25, 0.5, 0.5, 0.5, 0.75, 0.946564885, 0.106870229, 190.089866614, 0.02, 0.02, 0.3, 23.64, 1.02, 0.55, 103.583325, 772.904718, 754.53242, 819.999861, 0.031188, 0.2223, 0.451709, 0.493626, 160000.0, 0.106394, 0.140946, 0.002545, 0.002545, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-711-2628000, 711.0, 513194.115586504, 0.47221949, 6.072592577, 0.047881089, 0.047948527, 0.454883797, 6.522890456, 1.99718706, 0.350293894, 4.431606044, 0.089155463, 0.0958238, -1.135230144, 0.063589551, 2.9e-08, -1.6e-08, 0.00188922, 0.001707931, 0.697639839, 0.608438819, 0.342803569, 3.080808029, 0.144585091, 0.018977442, -1.560437758, 37.986889674, 0.008867355, 0.252598115, 0.930628272, 0.220462681, -0.306847042, 0.017600073, 0.888982331, 3.464031165, 0.00873584, 0.055556, 0.222222, 0.444444, 0.711111, 0.944444, 0.752461322, 0.526019691, 392.977209275, 0.06, 0.07, 2.94, 30.86, 1.8, 0.91, 97.483944, 1472.182445, 1422.890178, 1769.368305, 0.009659, 0.082962, 0.360118, 0.481911, 160000.0, 0.105993, 0.139976, 0.001406, 0.0, 0.0
/.autofs/csother/ubccsresearcharrow-raid1/projects/TSP_Data/INSTANCE/PORTGEN/rand/portgen-324-553475, 324.0, 537719.505750853, 0.471144349, 8.346801417, 0.069092252, 0.06930616, 0.443421001, 3.625878944, 1.99382716, 0.350228563, 4.426022089, 0.131911977, 0.144839279, -0.724488208, 0.094785535, 2.7e-08, -1.4e-08, 0.002272224, 0.002632891, 0.350194915, 0.597067901, 0.334747052, 1.051612147, 0.161111111, 0.028094898, 511.011926149, 25.14719841, 0.00477584, -4.975007975, 0.915254237, 0.188718748, -0.552782609, 0.015244671, 0.868751342, 4.785522682, 0.005133739, 0.020455, 0.19697, 0.445455, 0.751515, 0.979545, 0.740740741, 0.543209877, 151.804893803, 0.01, 0.01, 0.19, 26.36, 0.87, 0.47, 102.158691, 673.815837, 650.927112, 660.876288, 0.044077, 0.273767, 0.465687, 0.495075, 160000.0, 0.103309, 0.13932, 0.003086, 0.0, 0.0
